TRANSACTION_ID,TRANSACTION_TYPE,TRANSACTION_PURPOSE
9219ccc1-8148-486d-bff1-891693d2fafdBD84C075108896DC9A594C5C8CB262D2B6F36A58E05CA93E75BDD6194A44C9DB,Debit,Gambling
9219ccc1-8148-486d-bff1-891693d2fafd866059E6455B5CCA1FFE07C943CA6628FDB0768BEE13C02C317D039F58D08C19,Debit,No Tag
61343940-11e3-4ef9-900d-78dee080a879A2E456CF149B53B2598E8B7C316E6B82ACF151AD668460CB1F8DFA6BFA7C37CC,Debit,Take-away
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9DE7297903249D9A4E7EFE8E90E953A91CCAB238784557F7572C8EDC58A503440,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a8793617FB381C26AD65B77589C819D43A73651F965FDE18CA4B724E2C846A0273B3,Debit,"Entertainment, TV, Media"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f91721D0002EE559DF90800ED377BBBE9B5F3F131622C72B4F7CFD02E1FF7955A4,Debit,Fuel
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c09D9DBD4A61F1624617D3B53E8491D613B37FBF701FE8005510CDB41CEC00ECE0,Debit,Cash
9219ccc1-8148-486d-bff1-891693d2fafd22B1369301B4A3262ECBE0B4A7E500EAEDE33210D8492D6B0B29440A4BDC10F2,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd8E1218428D8DC72D2C50219AAC18B56DB67AB5931BA4F3633C5CE8C02ABF1566,Debit,Fuel
9219ccc1-8148-486d-bff1-891693d2fafd4465FC9A0B91A907F9EF717A4EFC817E2A322C01251C1380408B42714C781A2A,Debit,Games and gaming
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c07B60B73309D8732D98D0207AD2C4CE13A3738CD71C99FFEB09E38CB86BC4E003,Debit,"Food, Groceries, Household"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f957B18A295F0FF5463A19E1FA1D91A0243E53598525059FD5D16CF7A01989E060,Debit,Credit Card
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f90AABB163A2863E910BAA2AE0D14542337A7C40000DBC2B048489921BD3EE8683,Debit,Credit Card
61343940-11e3-4ef9-900d-78dee080a879EEF357E02002A6A5F1C3EF7BEBF8968A20DF325E92566187C8E7533C721BD86A,Debit,Transfers
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f97D68051B2B77317BDEA2306D0331948255BA96A183EFE12CB2FFAA1A9893F88B,Credit,No Tag
61343940-11e3-4ef9-900d-78dee080a879DBB79C6ED6F3C053268CB4D54C8E4EFD60E733BF3F5D4773877866F7207F5775,Debit,Lunch or Snacks
61343940-11e3-4ef9-900d-78dee080a879C2D71E5EA36ECE99867C98A99EED0E1376ED46E1987665276FA436C69361FBB4,Debit,"Entertainment, TV, Media"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9FC00D5D8A86E215ED3BA2A8231EE7FDF66E9B3F9C9024421632CE098857215F1,Credit,Expenses
61343940-11e3-4ef9-900d-78dee080a8793E8FD1F0C5F55CBDDEBEA0A686B85871AED7AB549B8ADB915D2B41AFA6638BDF,Debit,TV / Movies Package
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f914CA38CF4855DF4B100F89FB38EDE2D19B0AC82AE1F78129E6EEABEFCF57404A,Debit,Fuel
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9BBB2E138CFBCA9C1FC34356C7FF33ABBD0B6DF38CAFC6DD6ACABE8B6B5FCB151,Debit,Fuel
61343940-11e3-4ef9-900d-78dee080a8790E9E13D66C1F5BF1C6CA04CAE8E963A342C4249C597A6DDD4E71D87682BDE2B8,Debit,Credit Card
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9A162579EADF2D0463D15BEAD8D977A228688DDD76FC23A77DAF82EEC9967D3DD,Debit,Enjoyment
61343940-11e3-4ef9-900d-78dee080a87935F974018EB8E589FC2B2967B3D439916B98452C219883E3B3A6048FA5778735,Debit,Gym Membership
61343940-11e3-4ef9-900d-78dee080a879CBBEA3BDCADF48E417E0E3184FA64CCD5193E465987EB088BDE18D9C943A1F25,Debit,Gambling
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f930A4E0B4719B4E57E4D42DC6D5EC4D63370D0141D964FC9733E2E2562653982F,Credit,No Tag
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9C5326B7731BE73E65F4F29010E14346DF61A665388C79E6674B2079D8D715C76,Credit,No Tag
61343940-11e3-4ef9-900d-78dee080a879113798A73C837E614357387CD84A6CACC1D0AD96F9B675FD4688399D2C5E52FF,Credit,Gambling
61343940-11e3-4ef9-900d-78dee080a879CC20D62E96EA1069E05DD998E37C5249D75E126431443AB41E56E42C5972E420,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a8794288CB0DDBC022AFA88AD95C62BCAE039B254E9A9B3D2C0416227F8FDBD1B8B6,Debit,No Tag
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9E3C27E53AFE84FEAE2ED544C18105624AAC0E15A3A1C8DD9B1F72CA6D7647DCC,Debit,Fuel
9219ccc1-8148-486d-bff1-891693d2fafdB7E54F87EFF50A5F14F6A7B6BF01C925D09729D105369E5531A183A3DD537CC5,Credit,No Tag
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c06B85527F60A31C60315640C8A5D61CCEB407B99F57CAF89949FA0DDF794842D1,Debit,"Food, Groceries, Household"
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c01D434D41410A1DADCF77C28A41FB9E1C8D45C7FBA0488CDDF6AA4DA7BB4BD314,Credit,Enjoyment
61343940-11e3-4ef9-900d-78dee080a8795921E788C8404CEF35A18B67E17A063BE59055996792D96CD54FE785CC8632E4,Debit,Lunch or Snacks
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9FD5A23EFB2D516C51C95371231D02434DF2ABCE9480C5189377C8BC0760AB492,Debit,"Food, Groceries, Household"
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c0BBF0B954E344899293DD79F7B6A52BA09E2697C05DBC7A2FDF6725CB59BE18A3,Credit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafd6783952BAFE6EAA66CDCC6A7E1542AC1BB1101641AD9DC90D4F34B6EAECFED4A,Debit,Fuel
08cb3cb6-5792-4308-b121-caa94d0a9a5aBB4B1140166D1FC3DA9D9ED3F4FB0E69F6F182B8E7CAAFDA56A845CDD93F16FF,Debit,Bank charges
61343940-11e3-4ef9-900d-78dee080a8799434E5ACA9F0C7865F36D2BE94A99D1B79B4EF4CA55E9668CB1C1277B6127792,Debit,Transfers
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9617AA89E3F2610DE259D633076537763D476FED4D6CB9391CC876241EDAC0018,Debit,Transport
61343940-11e3-4ef9-900d-78dee080a87930986A0AD274AE2DAA5A25B5AB8F864B6AAEDA08D4338E8BD458BBA1D8CA5A2A,Debit,TV / Movies Package
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f90B4C1A6DA15DBE5416F38CCF4B0012AD1D10274591ED0B1C0998813818641648,Debit,"Food, Groceries, Household"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f91801C01C935BF9B002AF192DF6F4E4C9766257BC3F77D46C0CC6E5D6CF92B9AB,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a879C277D1BF2A6B5A3A2D591D875D9458DF83CDB94809705E41D8A8096E19C8F089,Debit,Enjoyment
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c05E5D94DDED945562E8E1FBD6C081761F953941109489633494FA3B7E9FE65BA1,Debit,"Food, Groceries, Household"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f94FF3936043E02325A91D982F07625E1169BB776EDCE9003CA08A727063405E1B,Debit,"Food, Groceries, Household"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f940FEC8B48A0A028DD18E8275DF027934BBD77642294E7EFE43131F722495116C,Debit,Enjoyment
61343940-11e3-4ef9-900d-78dee080a8798CF956DA71C66FC653E45D5619C2A3982DDA6169AD58FF40CCBE9302A1057E27,Debit,Games and gaming
9219ccc1-8148-486d-bff1-891693d2fafdDFA6DC45056E90627C0638C7332F5F815B7D5626E1F58004BFE44471C92542F6,Debit,Toys
9219ccc1-8148-486d-bff1-891693d2fafd5A92B647569675848E07247CAFF5CB0D2CC85059739C9C8EB7B8F43218CCF185,Debit,Lunch or Snacks
61343940-11e3-4ef9-900d-78dee080a879A191B73C4238074F274D0AD65F5CAFE9F6DE8F1898C9775CDDFC15D1C68FDD10,Credit,No Tag
61343940-11e3-4ef9-900d-78dee080a879C6E983F3F4ED4C7E74A167882AC20CCB54F44D486A988CD988B9E43027F4790F,Debit,Council Tax
61343940-11e3-4ef9-900d-78dee080a879EDFF63AA0BB64967349C49C201EE0FE8FAAE9B9BC8DD3C21449EFF2020A72CAD,Debit,Gambling
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9E7EA1F97315866D263DAFDDA9A007028047DAC8AF1379F2C6F4A16C80A0F1F54,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a879F26A0E2A6B9F12EBD557DD20302363107DB319BBABB54535A83491049C320005,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a87960100E72FA5E0BF220F7C13D743A110C47B0E1DBEB519C981CE82AA9A81EC945,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a879FF662D526186560F16A0AFD81F5F950EC3D1A5A86AB0CC03471733156BFD3A5E,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a87969AB90A8D5540C2AF7D6C09B45A24F1E2CB6D2E0B047983004B84D5A1E35D99F,Debit,"Entertainment, TV, Media"
9219ccc1-8148-486d-bff1-891693d2fafdA09BB9AB50073D8895EA0798A797AA1F86BF63F181F213F3372D7BF18149D6F1,Credit,Family benefits
9219ccc1-8148-486d-bff1-891693d2fafd6C4A7D9DD05269AF4D09A891CAD0D1DE5A044121F6992D2DBCF0C004BBBD7C2B,Debit,No Tag
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9B54ADD4DE72A833BD395B9881FEDAD7AA1605BB08DDA7B4A92690B5A92203E0F,Debit,Council Tax
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f920E81817A1125FFCB065A784E66D128C0FA4E968BFAF13C161F0033C3C3C8458,Debit,"Food, Groceries, Household"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f96552C263A181FED2467BE48EA634A6CA689389C456DE5F43E05A3958AF32BD44,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a879291E7D94048CE3F0FFC0EBB4CC1F2BB4400883B96FC90418579E093DFF941DCC,Debit,Taxi
61343940-11e3-4ef9-900d-78dee080a879C192FE5A41C4629B5CAEFB0B495E64A2B49EF68518F8B6C9126F3B7DD357F634,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a879CCD2783C76AC35655E7CC198187504AEB43AB47389192B869ED086F473B2AC2D,Credit,No Tag
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f96948296D738F265DF39FED6AB0A0D9A9141848551B993389C9531C7ECF3A5713,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a8794843FC8F0C86F581EB4F5F0E20C53C041A9890965D77F9745CAA60BE227953CA,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a87921C9267E62E2A45479F37E2EA39414681CEAD5F9F2794E44473F78440F029BF9,Debit,Water
9219ccc1-8148-486d-bff1-891693d2fafdBA77D8D4F61F48601562EB9520DBE0406F597BD04C2F90C9E47A56627F1BED92,Credit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafdC231263498591E968BD2746478F2333DD56789A56F77422F94866E5862C7BA9C,Credit,No Tag
61343940-11e3-4ef9-900d-78dee080a8798AF4CD073A4576E35524897ADB0024678B2831A9B610B736760B59DC3CB7342A,Debit,Music
61343940-11e3-4ef9-900d-78dee080a879382438E4BCB655ACC645FFCB943DBD385C46E24D14F4922B8092301A7D1995D6,Debit,"Food, Groceries, Household"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f92CA4D77EA47C01AFE5C89ADFD0BE688F4B974957B0A27A7B9C358392033EAD1F,Debit,Home
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c06F3A055F753D282A1BB94B61145BED309802D7722D553F1F8E722B5257CEEC50,Debit,Cash
9219ccc1-8148-486d-bff1-891693d2fafd0544E5D1741A19633709728BBFA4F7AED2ACC6F4B89AA507634E26E2358D6449,Debit,Personal Loan
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c00334CF2E1238F48BF948A5668E1DA97437B3933FC4F176586E611422972745A3,Debit,Lunch or Snacks
61343940-11e3-4ef9-900d-78dee080a8799A44E08293EF75C7B09D3CD13F70132151E52A3E1A7EB47D9A5982DF2364F7F9,Debit,Gambling
9219ccc1-8148-486d-bff1-891693d2fafd153D8DD2F0675FC11B303120F73E962D4D166C9863661DB6B3A0199DE804C48D,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafdD622251ECD1CFF1A6C1154FC9D8B1862A9319C95061095DEDB62A9D5D8B31B5D,Credit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafd208C8077AA5AFF3C8B26E2CA4F114A86C98EB03AD76A79F8BE3AB7009F5666A6,Debit,No Tag
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9D3D4ABAE83B1A769A3950BF855A6013908E502A8E98AFDB323809D106C316E2C,Debit,Insurance
61343940-11e3-4ef9-900d-78dee080a8794039A1BB059C1154C2166474AE1C2871A528571D144B0B6474B7BB7B5C51C7B7,Debit,Gambling
9219ccc1-8148-486d-bff1-891693d2fafdFB0DAE06EE388C28F9326810DC813F9A502D8F8F678AD4E9FA76D95F15EEE553,Debit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafd75964506420E9A37914E221C5ABE4B87659938E63443A51E8EE557EEB3F76725,Debit,Personal Loan
08cb3cb6-5792-4308-b121-caa94d0a9a5a71AC9C63E079D845610531EA9C2BF371A05FEA2A3882CF190F51D4A8C2C11501,Debit,Bank charges
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9BA0A98E369F97A6641F476908CC46AB73A7FCCE456C48D33E3C19DC7F9761D1A,Debit,No Tag
61343940-11e3-4ef9-900d-78dee080a8791EDB23CA1E7B138D49B5327087F68D63AA589D47AFF8D960876A55DE2F253BD3,Debit,Enjoyment
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f90F8152DD763825E0CD7C4189085E8D448355FE4927660F5119D830097E2BE195,Debit,TV Licence
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9464EC392773FBC1DFD7FF5A94146FA9B1C622AC8B62E63AA978DD432F1771D66,Debit,Transfers
61343940-11e3-4ef9-900d-78dee080a879A19DD3929E33EB631B7BF3BE1948C23543476EAAE2C920F6C1463AC2A6212944,Debit,Enjoyment
61343940-11e3-4ef9-900d-78dee080a8798CA71685618C69EAEAC2F53841E9DCC7074F452E4D9937DA294F469D3CE6CCC8,Debit,Games and gaming
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c08862D880C0E7F8F76C4858308870BB3351ACB288DB1DBF891AE8B0EAA9D93330,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd22F2722645E001B2FB84297E62EAD95489B036FD2086F915C9E78D6A29CFE247,Debit,Personal Loan
9219ccc1-8148-486d-bff1-891693d2fafdC0706E6AA0A0B6003B88B84808355EA8F0750B92CF4EB46EE50E0A0DB1694A24,Debit,Personal Loan
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9E9B5AB8C7B2A11C304E7BA034DDF5206633E0DAAB780006B86A600FA744C0310,Debit,Mobile
61343940-11e3-4ef9-900d-78dee080a8794052CA9C5990A947FA9B554F13E67C5D96E2E9BFE92409EC61FD88720AE2B860,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a879A229F97882B36F7C1324D58799E0AF76694A2C46F012985C21605AC285D11635,Debit,Gambling
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9A642F6C86442C2C55E0FA39DAC82ECE58DB1C93FE2444763EEA79461E0D0DB38,Debit,"Energy (Gas, Elec, Other)"
61343940-11e3-4ef9-900d-78dee080a879820AB57BBDF5875CA970B47036DADBD84B24400B6984925D4F441EC3E6353646,Credit,Gambling
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9ED48C6DA4C0CBD62F09C4BB8C5E37073F2B5E366AAB3473F3D6253093EFE50D3,Debit,Fuel
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c0D7050CB3F18AD079BA8F32AB3651BF540EDBC149B260868043043C5A1845E550,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafdD192972EDFAC18D487487160569C838A12EF4D8CCAF22EBDAE18424E7CC337BF,Debit,Books / Magazines / Newspapers
61343940-11e3-4ef9-900d-78dee080a879F096A8070600EFD734D773B1205FEFABA304F0F0C765650D6E37705E66414818,Debit,Gambling
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9192572798469586AC673BA3A6D41894C12C489C5605B3DDB27E13EFA591E7362,Debit,"Entertainment, TV, Media"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9B2BBC6029A41B2D47B1AE66E144459D572F5F3FB86A0E7B4C42970A29A2C80BE,Debit,"Entertainment, TV, Media"
61343940-11e3-4ef9-900d-78dee080a8799E2403790FE30E9441E56023699C9FC16EE98D99EE555B7FFBF56D459813720B,Debit,Gym Membership
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f94C5572EAF974A0F02F1559F14A8A9AAA5A95DF603A5CC2D491A2A716A557E4E8,Debit,"Food, Groceries, Household"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f93F8DF0E79125AC507CC858167BD4DD1327A8B16550E930631E4032B996C1B37A,Debit,Credit Card
61343940-11e3-4ef9-900d-78dee080a879571CFDED6CD3FD15B2A35B106EEC5FFD927DD45E94A10A21B2E8F3ABA0139C75,Debit,Gambling
9219ccc1-8148-486d-bff1-891693d2fafdAC4BE5044AAE3114FC2813B8E7BF92ECDB64B9F027979D83B876D2BD4DF0DBEE,Debit,Gambling
9219ccc1-8148-486d-bff1-891693d2fafdC4656D495CCC171F13798AABC1219E1331A197905E0556A98AA28A467A40289F,Debit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafd52D1E6FE2486B36017E92324826D7F4BAF1537C0E978D6775B2F16A1AE7C89B6,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a87998BFFA4D1757D2B0F1CBFFD5FC7636D9524D0F78B46AA46671308426B4845325,Debit,Enjoyment
9219ccc1-8148-486d-bff1-891693d2fafd46433DD2CC3FAA261287A7CB7D45879B3898CF5DC9ED52BB3B3F4847344BDF6E,Debit,"Food, Groceries, Household"
8c8abb40-da8a-455d-9f72-a25449ad4c58749E034D3E3D70E8E0E9036CCE1DA3196DD2D8A1CF9A289E77CD7E18E5010399,Debit,No Tag
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c02403C74D05C7852BBF762E61F58AD97324988117401849CCDDB3BB76DD7E9E4A,Debit,Clothes - Everyday or Work
9219ccc1-8148-486d-bff1-891693d2fafd62F4B5C3936ED736DA76A027C3FAAC9CC2E74B0D34028782B0005D714825FD78,Debit,"Medical, Dental, Eye Care"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f912979448E881904AA56F3B223F6AB2E992D25D254F33583FF7D7819F4D0623B3,Debit,Holiday
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f925896B5FB76629B7966AEAF54BA2A97D53D0CDD64B05C4BED9F771DAD493B1A6,Debit,"Energy (Gas, Elec, Other)"
61343940-11e3-4ef9-900d-78dee080a879146C6E78D324D01942523E7D6EC9DA56214B2F790EB496B663A5CCB60A94049B,Debit,Enjoyment
61343940-11e3-4ef9-900d-78dee080a8799FF61503D44286F6D9E54E1A4907C5CB4F62C08BA056A8B3ABB3081BDB06F012,Debit,Transfers
61343940-11e3-4ef9-900d-78dee080a879FA801C19DCE15AC52CCCCC4481DA7B911E6AE82DF873667CD76D6F80C9C616CE,Debit,No Tag
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f906BF75B9E11FB0AEF96136A1B39DBB6CDD476E76F80B9D0275F4AE033B3E12BD,Debit,Fuel
61343940-11e3-4ef9-900d-78dee080a87910FE8871DCE4C9887473744B21BA6875B04C944FFBBAA12D726130A5FC957DF7,Debit,Dining or Going Out
61343940-11e3-4ef9-900d-78dee080a879A7BC38882B41AF098DFF7AB066A444C157A8EC0CA1482958B2FD3DA9B27168AE,Debit,Enjoyment
9219ccc1-8148-486d-bff1-891693d2fafd7D8C017A5FDC5A7D8F1B4F5CBD7C7424BFD432E78BD767E1B3DB3CBE248437A0,Credit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafd720D937EBFE265CF6C8E6A635C25093ED98662F374AEB2911B9430B8E4EF74CE,Debit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafdB9A9E76F7C97B04A9782C03FB01BD5B2DEC1B958D244249BDDC2E9FAD53BFED3,Credit,No Tag
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9BEADB21C0A6136182899676DA2BD11B96E762DC5497EC68CCA765A2C3ECD4A80,Debit,"Food, Groceries, Household"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9E1C543185957B63F3DF1EAF7ADF3EE46358899027F4FF7BE4BE72E70FF96B884,Debit,Transfers
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f95EDE9BD5BCDDFFC4435378AEF241A2F96088F4EF04D04D2EBE863EF1C406198E,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a8794CA921CC7C3176D4DECA835B74D65790A647B067EA08897696AEB060659CDCE0,Debit,"Hairdressing, Health, Other"
8c8abb40-da8a-455d-9f72-a25449ad4c58AA100C9D313621E106EBF99AE5660B1F3A286A38D2C7605DEBA1D7A58F0E3C90,Debit,No Tag
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c0618473449518AEE1E75722BA6F84B408D18970CEBCC0B2726E25817742DE6332,Debit,"Food, Groceries, Household"
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c0D00CB3B6A18CBF8F52227680590C20DC17D2BD1B8277F60B9A66E1AF7ACB9E24,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a87984880A3071812BCB15F8F2189AA5B66A0859924938C051A1BE3FC87BFF2C38C8,Debit,Gambling
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f950DB4DF4FCCC2E57136F380552805A9FC5612F8FEF5ED4BE37422E4C6E35CB49,Debit,Enjoyment
9219ccc1-8148-486d-bff1-891693d2fafd409B24AD6F6E3D5257262429A04374F4F40650F06D06A1EAFB6155B479FE5898,Debit,Personal Loan
9219ccc1-8148-486d-bff1-891693d2fafd5027FD280CFD6B9203CDDE035A7E821129FF702B3091E124EE64D4504E2CCDE4,Debit,Bills
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9E7296A6EB551003279FD0EF0F4B9D0C8589E4771A01B901945494DB4B71C8EF3,Debit,Mobile
8c8abb40-da8a-455d-9f72-a25449ad4c5800132C37EEDEAFD9582250914291FAD9BBF1B204ECF656770C78417BDAA57CFC,Debit,Unsecured loan repayment
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c07754C1E637071FC305BDC9044581E11B1DA149BC5C2AF4782278E1670DB3C8B4,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd7BE8807C8638DFF997C18EF46C985DB979FC613EE48A5640D07C6A4930CF404C,Debit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafd7860938ADEE62B7EA3386C8C0EDD6AAC54E735CAD0491189634DD667FE007EBC,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd0CBC8D403F5051A426D8A93CD00761381E119D7F9D218A94A879010B28E2B69C,Debit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafd554272AB086465C66EB48206C9EC36CC0E13D3398FA4F1611BAB607B6551281E,Credit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafd8A124EFB11D05D479C8E0695D5517D93C61AEA73F3DC2EFCB7A25E15C034C35D,Credit,No Tag
61343940-11e3-4ef9-900d-78dee080a8797B7C42D21097C57931BD0FD84531802AEA1302E5AC0E6FCE3207D82407A9D33E,Debit,Lunch or Snacks
61343940-11e3-4ef9-900d-78dee080a8796B3049454A563EC89B1283D6EC4A6632E3342ED91A4FCAA672C807EF69E95520,Debit,"Entertainment, TV, Media"
61343940-11e3-4ef9-900d-78dee080a879A8D9D5DE88F1F8D02485A59C94DBC2A38550344FA7B3C53743563B0355F6A2ED,Debit,Enjoyment
61343940-11e3-4ef9-900d-78dee080a87903133A94C330D354C89AE519D23A3073FBFC412AE2D5A58D68D0C2BB771BCBE0,Debit,Games and gaming
61343940-11e3-4ef9-900d-78dee080a8792017DECE6A62108371379F9BA89AD595C5C98B1798BD8587ECC45211D4BE80C6,Debit,Gambling
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9501CD94BEDA12645982F868761379C2540E6B4C2242FE474114897A560C1997A,Debit,Insurance
9219ccc1-8148-486d-bff1-891693d2fafdE83C9AFD6A65B38EEA1F20CB942DE4F38B6D1125E5A538B1FF382E26746E0C47,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafdD2D5EB5B25683D734A2651B1BA3B9F7E75848DA538DF11E45A94FF3AFF0B9972,Credit,No Tag
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c07984AE15428227962D56511FD38DB8538141AAFEAAB03BF4FF7276626F1ABBFB,Debit,Home
9219ccc1-8148-486d-bff1-891693d2fafd8AF3B5BD33991585362C4E365C46513DEC14DEDE2A210172C4BEC8325DD6B712,Debit,No Tag
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c05ADE6A7AC110FD2FEB8E3B0B942CE37A214967C36C4646A9B9A9E10B1D98AB8F,Credit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafd73FC3DC558909069F60FF2F7BFADE9C6209A60E027794BBF6A58ADECBA37CECF,Debit,Dining or Going Out
9219ccc1-8148-486d-bff1-891693d2fafdD045F9BA1BFD0E1CD374EA03F2CBCB2A9199DA9CD972337FF2BCF778D16315C8,Credit,Family benefits
61343940-11e3-4ef9-900d-78dee080a879E94A1B3C7181551A024A0FF431AABB8A5BBD2695F81F2E8238817D9F44F5F860,Debit,Mobile
9219ccc1-8148-486d-bff1-891693d2fafd8EAE53245D30379B3144ECEC3A77A5424FCC9E3326AC59E9FD48B9B8542DAC26,Credit,No Tag
61343940-11e3-4ef9-900d-78dee080a8796ACF9BF4955311163F3279026C67D7F04CA3203138F65CD39A2A7EF9ECBB96EB,Debit,Water
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9649CD29C7797BB74179646581030E5C77F3DA04167CB661E28A420FF9FDFC7B9,Debit,Credit Card
61343940-11e3-4ef9-900d-78dee080a879B76FBE2305A6E6EFB2ABFAAABF2D052D3E87D8A629414CEF1540C68C8EDA2A55,Debit,Cash
61343940-11e3-4ef9-900d-78dee080a879C3B3B365A3A968099C7A1A8B8FC21F5604BB56ACA4A6BA4ACBDBACBA18176C11,Debit,Home insurance
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f910A37989B1AD0ECB8B3C6DEB185979100A4707A5982B863B9B192F3F9E1A5FB3,Debit,Insurance
61343940-11e3-4ef9-900d-78dee080a8794388E0F55538CD777444959045896131FD9724A524791E53F99D0C15F1F0AD3F,Debit,"Food, Groceries, Household"
