MERCHANT_ID,MERCHANT_NAME,MERCHANT_BUSINESS_LINE
-4563482234593240000,Pure Gym,Pure Gym
7475122763193440000,Amazon,Amazon
5204893564810900000,No Merchant,No Merchant Business Line
-3671496543306980000,Tesco,Tesco Finance
2098642881933700000,Waitrose,Waitrose
-1467071673684480000,Klarna,Klarna
